LABNR,C14AGE,C14STD,C13,METHOD,MATERIAL,COUNTRY,SITE,FEATURE,FEATURE_DESC,DEPTH,LAT,LONG,PHASE,LITHICS,POTTERY,IRON,FRUIT,ZOO,CLASS,REMARK,SOURCE
Beta-156376,1570,70,,,-,CMR,Boussibilinga 1,BOS 1 1,Pit,0.5,2.737,9.878,,indet,indet,object,,-,Ib,,Nlend Nlend 2013/2014: 204; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-156377,550,70,,,-,CMR,Bwambe-Beach,BWB D1,Layer,0.4,2.899,9.901,,-,indet,-,,-,Ib,,Nlend Nlend 2013/2014: 170; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-156378,2240,70,,,-,CMR,Bwambé-Sommet (Est),BWS 12,Pit,0.3,2.894,9.904,,-,Malongo/Bissiang,-,,-,Ia,,Nlend Nlend 2013/2014; Eggert/Seidensticker 2016:78 Tab. 4.2
Beta-156379,2360,70,,,-,CMR,Bwambé-Sommet (Est),BWS 16,Pit,0.3,2.894,9.904,,-,Malongo/Bissiang,-,,-,Ia,,Nlend Nlend 2013/2014; Eggert/Seidensticker 2016:78 Tab. 4.2
Beta-156380,2550,90,,,-,CMR,Bwambé-Sommet (Est),BWS 17,Pit,0.1,2.894,9.904,,-,Malongo/Bissiang,-,,-,Ia,,Nlend Nlend 2013/2014; Eggert/Seidensticker 2016:78 Tab. 4.2
Beta-156381,2240,90,,,-,CMR,Bwambé-Sommet (Est),BWS 19,Pit,0.7,2.894,9.904,,-,Malongo/Bissiang,-,,-,Ia,,Nlend Nlend 2013/2014; Eggert/Seidensticker 2016:78 Tab. 4.2
Beta-156382,2410,60,,,-,CMR,Bwambé-Sommet (Est),BWS 2,Pit,1.3,2.894,9.904,,-,Bwambé/Mpoengu,-,,-,Ia,,Nlend Nlend 2013/2014: 257; Eggert/Seidensticker 2016:78 Tab. 4.2
Beta-156383,2460,70,,,-,CMR,Bwambé-Sommet (Est),BWS 2,Pit,2.2,2.894,9.904,,-,Malongo/Bissiang,-,,-,Ia,,Nlend Nlend 2013/2014: 257; Eggert/Seidensticker 2016:78 Tab. 4.2
Beta-156384,1830,70,,,-,CMR,Campo,CAM 00/3,Burial,,2.377,9.831,,-,Campo,object,-,,Ia,,Oslisly et al. 2006; Eggert/Seidensticker 2016:65 Tab. 4.1
Beta-156385,1780,60,,,-,CMR,Campo,CAM 00/2,Pit,,2.377,9.831,,-,Campo,-,-,,Ia,,Oslisly et al. 2006; Eggert/Seidensticker 2016:65 Tab. 4.1
Beta-156387,2340,60,,,-,CMR,Malongo 1,2,Pit,,2.734,9.867,,-,Malongo/Bissiang,-,-,,Ia,,Oslisly et al. 2006: 130; Nlend Nlend 2013/2014; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-156388,1900,50,,,-,CMR,Nlendé Dibe 3,-,Layer,0.225,2.761,9.881,,-,indet,-,,-,Ib,,Oslisly et al. 2006: 130; Nlend Nlend 2013/2014: 194; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-163966,3160,70,,,-,TCD,Mban 1,1,Furnace,0.4,8.105,16.237,,-,-,slag,,-,Ic,,Lavachery et al. 2010; Clist 2012a: 78
Beta-165709,1480,60,,,-,CMR,Bwambe-Beach,BWB N1,Layer,-,2.899,9.901,,-,indet,-,-,,Ib,,Nlend Nlend 2013/2014: 179 Tab. 40; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-165710,1350,50,,,-,CMR,Bwambe-Beach,BWB N2,Layer,-,2.899,9.901,,-,indet,-,-,,Ib,,Nlend Nlend 2013/2014: 179 Tab. 40; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-165711,1360,60,,,-,CMR,Bwambe-Beach,BWB D2,Layer,0.5,2.899,9.901,,-,indet,-,,-,Ib,,Nlend Nlend 2013/2014: 179 Tab. 40; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-165712,1280,70,,,-,CMR,Eboundja 3,-,-,,2.789,9.889,,-,-,-,-,,Ic,"disputed; !! according to Nlend Nlend 2013/2014: 179 this data belongs to Bwambe-Beach and was out of bound; Oslisly 2013 cites it as Eboundja 3, refering back to Nlend 2001 (MA thesis in Yaoundé)",Nlend Nlend 2013/2014: 179
Beta-165713,1740,50,,,Charcoal_wood,CMR,Eboundja 3,1,Pit,0.95,2.789,9.889,,indet,indet,-,,-,Ib,,Nlend Nlend 2013/2014: 189; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-165714,1280,70,,,Charcoal_wood,CMR,Eboundja 3,E2,Layer,0.4,2.789,9.889,,-,indet,-,,-,Ib,,Nlend Nlend 2013/2014: 184; Eggert/Seidensticker 2016:83 Tab. 4.2
Beta-169033,1020,50,,,-,TCD,Mban 1,1,Furnace,0.65,8.105,16.237,,-,-,slag,,-,Ic,,Lavachery et al. 2010; Clist 2012a: 78
Beta-169185,410,50,,,-,CMR,Akok Begnat 2,I,Layer,0.2,2.397,10.053,,indet,-,-,,-,Ic,disputed,Oslisly et al. 2013; Nlend Nlend 2013/2014: 48; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-169186,1070,60,,,-,CMR,Akok Begnat 2,I,Layer,0.4,2.397,10.053,,indet,-,-,,-,Ic,disputed,Oslisly et al. 2013; Nlend Nlend 2013/2014: 48; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-169187,3650,70,,,-,CMR,Akok Begnat 2,I,Layer,0.6,2.397,10.053,,indet,-,-,,-,Ic,disputed,Oslisly et al. 2013; Nlend Nlend 2013/2014: 48; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-175346,920,40,,,-,TCD,Mban 1,1,Furnace,0.6,8.105,16.237,,-,-,slag,,-,Ib,,Lavachery et al. 2010; Clist 2012a: 78
Beta-182529,0,,,,-,CMR,Bemboyo,-,Trench,0.25,7.315,15.177,,-,indet,indet,,-,,,Lavachery et al. 2010
Beta-182530,90,70,,,-,CMR,Bemboyo,-,Trench,0.45,7.315,15.177,,-,indet,indet,,-,,,Lavachery et al. 2010
Beta-182531,830,40,,,-,CMR,Sokorta Manga,-,Trench,0.3,7.134,14.832,,-,indet,slag,,-,Ib,,Lavachery et al. 2010
Beta-182532,1040,40,,,-,CMR,Sokorta Manga,-,Trench,0.3,7.134,14.832,,-,indet,slag,,-,Ib,,Lavachery et al. 2010
Beta-182533,1950,60,,,-,CMR,Djaoro Mbama,C4,Furnace,0.5,7.094,14.745,,-,indet,"slag,tuyère, furnace remains",-,,Ib,,Lavachery et al. 2005; Eggert et al. 2006: 277 Tab. 2
Beta-182534,1980,70,,,-,CMR,Djaoro Mbama,-,Furnace,0.5,7.094,14.745,,-,indet,slag,,-,Ib,,Lavachery et al. 2005; Eggert et al. 2006: 277 Tab. 2
Beta-182535,2010,60,,,-,CMR,Djaoro Mbama,C10,Furnace,1.35,7.094,14.745,,-,indet,slag,,-,Ib,,Lavachery et al. 2005; Eggert et al. 2006: 277 Tab. 2
Beta-182536,1770,80,,,-,CMR,Djaoro Mbama,B,Furnace,0.35,7.094,14.745,,-,indet,"slag, tuyère, furnace remains",-,,Ib,,Lavachery et al. 2005; Eggert et al. 2006: 277 Tab. 2
Beta-182537,1880,60,,,-,CMR,Djaoro Mbama,C,Pit,1.25,7.094,14.745,,-,indet,slag,,-,Ib,,Lavachery et al. 2005; Eggert et al. 2006: 277 Tab. 2
Beta-182538,700,60,,,-,CMR,Ndtoua,C6-IV,Stratigraphy,0.25,3.063,10.219,,indet,indet,tool,,-,Ib,,"Lavachery et al. 2010: 175; Eggert/Seidensticker 2016:68, 77 Tab. 4.2"
Beta-182539,5490,70,,,-,CMR,Ndtoua,C6-I,Stratigraphy,1.75,3.063,10.219,,indet,-,-,,-,Ic,,Lavachery et al. 2010: 175; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-182540,1920,70,,,-,CMR,Ndtoua,C6-III,Stratigraphy,0.85,3.063,10.219,,indet,indet,-,,-,Ib,,Lavachery et al. 2010: 175; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-182541,1910,60,,,-,CMR,Ndtoua,C6-III,Stratigraphy,0.45,3.063,10.219,,indet,indet,-,,-,Ib,,Lavachery et al. 2010: 175; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-182542,1690,70,,,-,CMR,Koukony,-,Trench,1,4.849,13.063,,-,indet,slag,-,,Ib,,Lavachery et al. 2010
Beta-182543,400,50,,,-,CMR,Ewankang,-,-,0.25,4.804,12.852,,indet,indet,slag,,-,Ib,,Lavachery et al. 2010
Beta-182544,2210,60,,,-,CMR,Makoure,I,Furnace,0.5,3.061,10.173,,-,-,"slag,tuyères,furnace walls",-,,Ib,,Lavachery et al. 2005: 175; Eggert et al. 2006: 277 Tab. 2; Gouem Gouem 2010/2011: 544; Eggert/Seidensticker 2016:79 Tab. 4.2
Beta-182545,240,60,,,-,CMR,Yebi,-,Trench,0.3,4.973,13.32,,-,indet,slag,,-,Ib,,Lavachery et al. 2010
Beta-182546,2540,60,,,-,CMR,Dombè,B,Pit,1,2.964,9.95,,indet,Malongo/Bissiang,-,-,,Ia,,Lavachery et al. 2010: 175; Gouem Gouem 2010/2011: 531; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-182547,2440,60,,,-,CMR,Dombè,A,Pit,0.6,2.964,9.95,,-,Malongo/Bissiang,-,,-,Ia,,Lavachery et al. 2010: 175; Gouem Gouem 2010/2011: 537; Eggert/Seidensticker 2016:77 Tab. 4.2
Beta-182548,2550,60,,,-,CMR,Bissiang,A,Pit,0.8,2.998,10.021,,indet,Malongo/Bissiang,-,,-,Ia,,Lavachery et al. 2010: 175; Gouem Gouem 2010/2011: 524; Eggert/Seidensticker 2016:77 Tab. 4.2
